,id,label
250,7651.0,6.0
251,7652.0,8.0
252,7653.0,6.0
253,7654.0,7.0
254,7655.0,2.0
255,7656.0,1.0
256,7657.0,4.0
257,7658.0,6.0
258,7659.0,8.0
259,7660.0,3.0
260,7661.0,3.0
261,7662.0,2.0
262,7663.0,2.0
263,7664.0,1.0
264,7665.0,3.0
265,7666.0,2.0
266,7667.0,2.0
267,7668.0,4.0
268,7669.0,3.0
269,7670.0,1.0
270,7671.0,1.0
271,7672.0,6.0
272,7673.0,5.0
273,7674.0,3.0
274,7675.0,2.0
275,7676.0,5.0
276,7677.0,4.0
277,7678.0,2.0
278,7679.0,7.0
279,7680.0,8.0
280,7681.0,2.0
281,7682.0,1.0
282,7683.0,8.0
283,7684.0,5.0
284,7685.0,6.0
285,7686.0,4.0
286,7687.0,3.0
287,7688.0,1.0
288,7689.0,5.0
289,7690.0,3.0
290,7691.0,1.0
291,7692.0,7.0
292,7693.0,8.0
293,7694.0,2.0
294,7695.0,7.0
295,7696.0,3.0
296,7697.0,1.0
297,7698.0,7.0
298,7699.0,3.0
299,7700.0,6.0
300,7701.0,5.0
301,7702.0,1.0
302,7703.0,2.0
303,7704.0,1.0
304,7705.0,4.0
305,7706.0,6.0
306,7707.0,4.0
307,7708.0,2.0
308,7709.0,6.0
309,7710.0,7.0
310,7711.0,2.0
311,7712.0,1.0
312,7713.0,7.0
313,7714.0,5.0
314,7715.0,4.0
315,7716.0,3.0
316,7717.0,2.0
317,7718.0,1.0
318,7719.0,2.0
319,7720.0,5.0
320,7721.0,5.0
321,7722.0,4.0
322,7723.0,3.0
323,7724.0,7.0
324,7725.0,2.0
325,7726.0,6.0
326,7727.0,4.0
327,7728.0,2.0
328,7729.0,7.0
329,7730.0,7.0
330,7731.0,7.0
331,7732.0,4.0
332,7733.0,3.0
333,7734.0,7.0
334,7735.0,3.0
335,7736.0,8.0
336,7737.0,4.0
337,7738.0,4.0
338,7739.0,6.0
339,7740.0,7.0
340,7741.0,2.0
341,7742.0,1.0
342,7743.0,5.0
343,7744.0,2.0
344,7745.0,6.0
345,7746.0,7.0
346,7747.0,6.0
347,7748.0,8.0
348,7749.0,5.0
349,7750.0,4.0
350,7751.0,5.0
351,7752.0,5.0
352,7753.0,2.0
353,7754.0,8.0
354,7755.0,8.0
355,7756.0,8.0
356,7757.0,5.0
357,7758.0,6.0
358,7759.0,2.0
359,7760.0,7.0
360,7761.0,5.0
361,7762.0,4.0
362,7763.0,4.0
363,7764.0,7.0
364,7765.0,8.0
365,7766.0,1.0
366,7767.0,5.0
367,7768.0,3.0
368,7769.0,1.0
369,7770.0,4.0
370,7771.0,8.0
371,7772.0,3.0
372,7773.0,3.0
373,7774.0,4.0
374,7775.0,6.0
375,7776.0,1.0
376,7777.0,8.0
377,7778.0,3.0
378,7779.0,8.0
379,7780.0,7.0
380,7781.0,5.0
381,7782.0,6.0
382,7783.0,7.0
383,7784.0,5.0
384,7785.0,6.0
385,7786.0,7.0
386,7787.0,4.0
387,7788.0,3.0
388,7789.0,8.0
389,7790.0,2.0
390,7791.0,8.0
391,7792.0,3.0
392,7793.0,6.0
393,7794.0,1.0
394,7795.0,5.0
395,7796.0,3.0
396,7797.0,3.0
397,7798.0,4.0
398,7799.0,2.0
399,7800.0,5.0
400,7801.0,4.0
401,7802.0,5.0
402,7803.0,1.0
403,7804.0,1.0
404,7805.0,3.0
405,7806.0,6.0
406,7807.0,8.0
407,7808.0,5.0
408,7809.0,1.0
409,7810.0,2.0
410,7811.0,8.0
411,7812.0,7.0
412,7813.0,4.0
413,7814.0,5.0
414,7815.0,7.0
415,7816.0,6.0
416,7817.0,4.0
417,7818.0,4.0
418,7819.0,1.0
419,7820.0,6.0
420,7821.0,6.0
421,7822.0,8.0
422,7823.0,5.0
423,7824.0,6.0
424,7825.0,7.0
425,7826.0,4.0
426,7827.0,6.0
427,7828.0,7.0
428,7829.0,7.0
429,7830.0,2.0
430,7831.0,7.0
431,7832.0,1.0
432,7833.0,5.0
433,7834.0,5.0
434,7835.0,3.0
435,7836.0,7.0
436,7837.0,6.0
437,7838.0,4.0
438,7839.0,7.0
439,7840.0,7.0
440,7841.0,6.0
441,7842.0,5.0
442,7843.0,7.0
443,7844.0,2.0
444,7845.0,3.0
445,7846.0,2.0
446,7847.0,7.0
447,7848.0,3.0
448,7849.0,6.0
449,7850.0,1.0
450,7851.0,6.0
451,7852.0,2.0
452,7853.0,7.0
453,7854.0,1.0
454,7855.0,6.0
455,7856.0,3.0
456,7857.0,1.0
457,7858.0,2.0
458,7859.0,3.0
459,7860.0,1.0
460,7861.0,8.0
461,7862.0,5.0
462,7863.0,1.0
463,7864.0,7.0
464,7865.0,5.0
465,7866.0,1.0
466,7867.0,8.0
467,7868.0,4.0
468,7869.0,7.0
469,7870.0,4.0
470,7871.0,7.0
471,7872.0,2.0
472,7873.0,3.0
473,7874.0,7.0
474,7875.0,7.0
475,7876.0,4.0
476,7877.0,6.0
477,7878.0,2.0
478,7879.0,7.0
479,7880.0,5.0
480,7881.0,6.0
481,7882.0,6.0
482,7883.0,3.0
483,7884.0,6.0
484,7885.0,5.0
485,7886.0,7.0
486,7887.0,1.0
487,7888.0,8.0
488,7889.0,6.0
489,7890.0,4.0
490,7891.0,3.0
491,7892.0,4.0
492,7893.0,5.0
493,7894.0,8.0
494,7895.0,6.0
495,7896.0,2.0
496,7897.0,8.0
497,7898.0,1.0
498,7899.0,5.0
499,7900.0,6.0
500,7901.0,5.0
501,7902.0,2.0
502,7903.0,2.0
503,7904.0,7.0
504,7905.0,3.0
505,7906.0,4.0
506,7907.0,6.0
507,7908.0,8.0
508,7909.0,3.0
509,7910.0,6.0
510,7911.0,8.0
511,7912.0,3.0
512,7913.0,2.0
513,7914.0,1.0
514,7915.0,8.0
515,7916.0,2.0
516,7917.0,4.0
517,7918.0,3.0
518,7919.0,5.0
519,7920.0,7.0
520,7921.0,6.0
521,7922.0,3.0
522,7923.0,2.0
523,7924.0,4.0
524,7925.0,6.0
525,7926.0,4.0
526,7927.0,4.0
527,7928.0,8.0
528,7929.0,6.0
529,7930.0,6.0
530,7931.0,3.0
531,7932.0,1.0
532,7933.0,2.0
533,7934.0,6.0
534,7935.0,6.0
535,7936.0,1.0
536,7937.0,6.0
537,7938.0,1.0
538,7939.0,3.0
539,7940.0,2.0
540,7941.0,7.0
541,7942.0,3.0
542,7943.0,2.0
543,7944.0,4.0
544,7945.0,1.0
545,7946.0,8.0
546,7947.0,3.0
547,7948.0,7.0
548,7949.0,6.0
549,7950.0,2.0
550,7951.0,3.0
551,7952.0,7.0
552,7953.0,1.0
553,7954.0,1.0
554,7955.0,1.0
555,7956.0,7.0
556,7957.0,6.0
557,7958.0,4.0
558,7959.0,3.0
559,7960.0,7.0
560,7961.0,3.0
561,7962.0,6.0
562,7963.0,4.0
563,7964.0,1.0
564,7965.0,7.0
565,7966.0,8.0
566,7967.0,8.0
567,7968.0,5.0
568,7969.0,5.0
569,7970.0,5.0
570,7971.0,3.0
571,7972.0,7.0
572,7973.0,4.0
573,7974.0,6.0
574,7975.0,2.0
575,7976.0,4.0
576,7977.0,3.0
577,7978.0,2.0
578,7979.0,6.0
579,7980.0,8.0
580,7981.0,6.0
581,7982.0,8.0
582,7983.0,3.0
583,7984.0,4.0
584,7985.0,7.0
585,7986.0,4.0
586,7987.0,8.0
587,7988.0,5.0
588,7989.0,3.0
589,7990.0,8.0
590,7991.0,6.0
591,7992.0,3.0
592,7993.0,5.0
593,7994.0,5.0
594,7995.0,2.0
595,7996.0,8.0
596,7997.0,7.0
597,7998.0,4.0
598,7999.0,4.0
599,8000.0,5.0
